trip_distance,trip_time,fare
7.803532317523569,31.951447129679323,26.772627418400223
19.038928974993365,68.69795987771992,56.917003560706604
14.7738818653224,43.26653704185194,43.744595842113746
12.173840441842213,54.068713050519115,41.47544489159802
3.542363488627512,14.361427092794925,14.234874198384794
3.5418931465559518,8.811701762050628,13.367492459179182
1.6326304372798894,7.726883217210741,9.030903833411369
17.390434842611235,77.69371067125185,57.66347743226387
12.221742728992572,59.26811601080519,42.19034874922779
14.307415267022886,59.764341655721665,44.894955014460194
0.9013976387681477,3.4615883051393603,6.097810572953722
19.41324211715889,63.18484421629415,57.83038297555443
16.732631495608224,80.2862689834772,56.80840907428112
4.640612658226385,21.338426461797887,16.339083356081932
4.045586860538462,8.639981893974793,12.17011265416236
4.0763879421419595,8.475221935018007,14.324734221371324
6.432723737710986,20.13050198490706,20.858517817792084
10.732750416828639,47.56390063008895,37.03797668855214
8.922927863521258,44.27403677680372,31.942683297373907
6.178968233861817,15.146200043618492,19.174242618124005
12.4311314470864,47.0194139520544,40.5554001881624
3.2201302827148157,10.11981511096985,11.454169614954722
6.196820646436754,30.424797989834918,23.095961567273218
7.644055944226988,34.59972436887861,26.475767691968585
9.3933646922322,42.410911150419466,31.954960944636955
15.810931247163765,53.85328847093018,47.776012488591434
4.393638752088014,14.25497862595392,15.57315593229822
10.527571549065426,29.690080633443813,30.998914634828328
12.052084092809828,26.142494864852335,34.89554802740626
1.4057830480399556,6.458402269480456,6.531559361230521
12.347124612078048,54.80521939519528,41.20868242879356
3.8252204119021846,19.122862173784767,14.991425308976387
1.7685060632129506,8.824686993985638,10.190161759276045
19.003267976439997,69.67158858541357,58.62098787574496
19.32982464495391,83.25282495875473,63.50470006906514
16.263748288270993,78.62379264311929,53.69788436428483
6.439968498880728,29.295044291117666,23.470748336410132
2.4046062231244854,6.593536800438136,10.347227441981943
13.842544016987059,46.39511910785014,42.36615180021208
9.082973627922225,21.685401940701112,27.65277811608508
2.879745579473187,14.00176384396685,11.742643669837715
10.15594974716977,38.780736870815964,34.41643115222911
1.1705761617467587,3.1440837765252794,8.426071391244086
18.23174784053625,73.2023281882821,57.401239167703366
5.546209641200329,21.37722570257799,18.991223186644383
13.419184544902649,41.25712392096516,41.60603454716429
6.578365983743514,15.3978021726526,21.58575465638089
10.641326412967311,42.72194157944218,34.440278193641895
11.160850447193953,39.74293020331958,34.83724662812194
4.104661882747777,17.719641357202587,15.357449495935695
19.40690024140889,69.0980840087251,57.74387097396478
15.615090055541733,71.15085272450548,51.099241345725645
18.82022936050169,68.8014985950991,56.83669260302609
17.94913333333915,66.10331799514265,54.65629860035984
12.15904958681616,56.29592304918386,41.357395048541505
18.47654758295078,59.3180062953377,55.01681147227251
2.22560379001243,5.346001981102243,10.338208568114498
4.321665817173331,9.016498959397026,12.899102333457128
1.3819321337554924,5.894509584544918,8.221814062123798
6.843941449883655,26.42396965056744,23.079886468183663
8.0792071489449,33.223633185453934,27.41485888460085
5.7913061195909705,15.282634194582286,19.078090279994115
16.66038142846262,40.13676525463883,45.23223214902265
7.456689870524991,15.238744924517583,22.10547571836343
5.978222938903925,18.24411763626363,19.683927495086813
11.082573621585846,41.77856582889798,36.10223996440433
3.2480223870078717,10.31809709297911,12.364737691168338
16.14284112470377,53.47194673622123,51.10896907337375
1.953737551755531,9.206941486047143,8.571470490771532
19.744295263710086,60.11676683174805,56.98678528035537
15.55877300128482,55.10868336322116,47.27157631695017
4.374955789916362,19.035253435964517,15.953247819663599
0.6076812839102468,1.9382774490794865,4.062544802783847
16.401497854869266,63.41245674772904,52.84512642777835
14.283718205028533,65.52071702800248,49.368119915047544
14.715639776799252,71.34968992876139,49.69795574203937
15.539771760375942,37.936008497675644,42.73119007206656
1.943870708814762,9.291241048734507,9.681967236199554
7.490081706613316,26.038137146190852,23.937474655493375
2.7594466607400294,7.656728166319295,11.066007180815394
17.330516804574074,58.53221342635219,52.4970099865875
12.65431347313738,62.51354521092036,42.421269134007616
6.952511484626659,24.17982183731428,24.497483629911947
1.7393878305774608,5.1942553118054295,9.5732171622018
6.5641552734554125,25.601535221133723,21.91590566170987
6.841074779521567,18.610711967151428,20.947125990895007
14.727320477592249,32.80643159184358,40.94211424387031
12.932370691426655,30.864902397922805,36.915423772321034
17.80064848023837,42.4391938664103,49.86963969975214
9.708191040658011,23.84048318593965,30.386707416567283
2.832087795796883,6.8436878157499095,10.198150318037195
14.408273350848402,56.518242222036584,45.1478100126675
15.335308448029501,39.03817848050257,42.05084228817012
11.444905352605177,34.758198728611674,33.848430347421356
15.533860009113939,72.8594768700555,52.24946226286796
10.12901412910562,34.66032071084137,33.71766629943937
10.693290172948885,42.801746161506415,34.5694055872382
8.837049857991717,22.242497595977976,26.458512066616827
0.9956729715098562,2.565716879257544,5.616352266761346
2.603882826369437,5.527016916840175,10.777913155397002
1.112869120891318,2.7897460871691533,8.450107189448547
12.910003019643717,36.609812393725896,37.441590364798586
6.6299416309883705,16.78059079846019,19.965591519073566
10.417128477711705,23.606334026760834,30.78000133918269
18.197546241558815,42.98092301134937,50.82221472558128
5.361198468403061,18.13337621315522,20.102448315830962
8.50246699919478,22.26797089308876,26.155854906987713
15.23324720158945,47.11353292748082,44.88558554426205
4.9615642270866385,17.416339821286407,17.867868240187185
2.0011082416614636,8.146880828034957,10.147640270914575
6.150153331818476,13.025633727110899,19.37719727661204
3.643815101453086,16.02634125431639,14.801489547592567
18.629104220680176,72.34987382945575,59.41235158831345
16.25834740150613,36.50449503691905,45.81211415268769
12.851373251953257,59.38280139387841,44.930605843413645
17.493481508660494,83.31475594893821,59.464361892145185
16.17160549953273,35.30639701353292,44.00269217213184
4.138116148277699,11.71348789724068,14.35131795729889
17.904900470554566,79.11466196289456,59.79497539834113
11.017173717355188,46.76546841866389,35.90877886838911
16.24508302569922,41.48284388969145,46.2295503326942
17.973780348508118,47.23595695830474,50.363211124265064
6.701067761951346,20.849811518055656,21.643333226351427
2.6460125282896967,9.13818672375869,11.855023600126366
